2.1.3.2.7-3;2;HOSPITALIZACION DIURNA ;2.1;Hospitalización diurna médico quirúrgico;2.1.3;Hospitalización diurna  médico quirúrgico Adulto ;2.1.3.2;ÁREA APOYO;2.1.3.2.7-3;Servicio higiénico del personal;2;1;2,75;2,75;;
2.1.3.2.7-4;2;HOSPITALIZACION DIURNA ;2.1;Hospitalización diurna médico quirúrgico;2.1.3;Hospitalización diurna  médico quirúrgico Adulto ;2.1.3.2;ÁREA APOYO;2.1.3.2.7-4;Servicio higiénico del personal;3;1;2,39;2,39;;
2.1.3.2.7-5;2;HOSPITALIZACION DIURNA ;2.1;Hospitalización diurna médico quirúrgico;2.1.3;Hospitalización diurna  médico quirúrgico Adulto ;2.1.3.2;ÁREA APOYO;2.1.3.2.7-5;Servicio higiénico del personal;4;1;2,13;2,13;;
2.1.3.2.8-1;2;HOSPITALIZACION DIURNA ;2.1;Hospitalización diurna médico quirúrgico;2.1.3;Hospitalización diurna  médico quirúrgico Adulto ;2.1.3.2;ÁREA APOYO;2.1.3.2.8-1;Área casilleros del personal;1;1;5,95;5,95;;
2.1.3.2.9-1;2;HOSPITALIZACION DIURNA ;2.1;Hospitalización diurna médico quirúrgico;2.1.3;Hospitalización diurna  médico quirúrgico Adulto ;2.1.3.2;ÁREA APOYO;2.1.3.2.9-1;Lavachatas;1;1;7,94;7,94;;
2.1.3.2.10-1;2;HOSPITALIZACION DIURNA ;2.1;Hospitalización diurna médico quirúrgico;2.1.3;Hospitalización diurna  médico quirúrgico Adulto ;2.1.3.2;ÁREA APOYO;2.1.3.2.10-1;Depósito transitorio de residuos solidos (REAS);1;1;6,11;6,11;;
2.1.3.2.11-1;2;HOSPITALIZACION DIURNA ;2.1;Hospitalización diurna médico quirúrgico;2.1.3;Hospitalización diurna  médico quirúrgico Adulto ;2.1.3.2;ÁREA APOYO;2.1.3.2.11-1;Depósito transitorio de ropa sucia (ROPA SUCIA);1;1;4,27;4,27;;
2.1.3.2.12-1;2;HOSPITALIZACION DIURNA ;2.1;Hospitalización diurna médico quirúrgico;2.1.3;Hospitalización diurna  médico quirúrgico Adulto ;2.1.3.2;ÁREA APOYO;2.1.3.2.12-1;Bodega de insumos clínicos;1;1;6,25;6,25;;
2.1.3.2.13-1;2;HOSPITALIZACION DIURNA ;2.1;Hospitalización diurna médico quirúrgico;2.1.3;Hospitalización diurna  médico quirúrgico Adulto ;2.1.3.2;ÁREA APOYO;2.1.3.2.13-1;Bodega de implementos de aseo (ASEO);1;1;5,51;5,51;;
2.1.3.2.14-1;2;HOSPITALIZACION DIURNA ;2.1;Hospitalización diurna médico quirúrgico;2.1.3;Hospitalización diurna  médico quirúrgico Adulto ;2.1.3.2;ÁREA APOYO;2.1.3.2.14-1;Bodega de ropa limpia;1;1;4,19;4,19;;
2.1.3.2.15-1;2;HOSPITALIZACION DIURNA ;2.1;Hospitalización diurna médico quirúrgico;2.1.3;Hospitalización diurna  médico quirúrgico Adulto ;2.1.3.2;ÁREA APOYO;2.1.3.2.15-1;Área de trabajo e informes clínicos;1;1;32,90;32,90;;
2.1.3.2.16-1;2;HOSPITALIZACION DIURNA ;2.1;Hospitalización diurna médico quirúrgico;2.1.3;Hospitalización diurna  médico quirúrgico Adulto ;2.1.3.2;ÁREA APOYO;2.1.3.2.16-1;Dispensación de medicamentos;1;1;6,16;6,16;;
2.1.4.1.1-1;2;HOSPITALIZACION DIURNA ;2.1;Hospitalización diurna médico quirúrgico;2.1.4;Unidad de hospitalización Domiciliaria;2.1.4.1;ÁREA PÚBLICA;2.1.4.1.1-1;Sala de espera ;1;1;34,61;34,61;;
2.1.4.1.2-1;2;HOSPITALIZACION DIURNA ;2.1;Hospitalización diurna médico quirúrgico;2.1.4;Unidad de hospitalización Domiciliaria;2.1.4.1;ÁREA PÚBLICA;2.1.4.1.2-1;Recepción;1;1;11,57;11,57;;
2.1.4.1.3-1;2;HOSPITALIZACION DIURNA ;2.1;Hospitalización diurna médico quirúrgico;2.1.4;Unidad de hospitalización Domiciliaria;2.1.4.1;ÁREA PÚBLICA;2.1.4.1.3-1;Sala de entrevista ;1;1;9,04;9,04;;
2.1.4.1.3-2;2;HOSPITALIZACION DIURNA ;2.1;Hospitalización diurna médico quirúrgico;2.1.4;Unidad de hospitalización Domiciliaria;2.1.4.1;ÁREA PÚBLICA;2.1.4.1.3-2;Sala de entrevista ;2;1;9,04;9,04;;
2.1.4.1.4-1;2;HOSPITALIZACION DIURNA ;2.1;Hospitalización diurna médico quirúrgico;2.1.4;Unidad de hospitalización Domiciliaria;2.1.4.1;ÁREA PÚBLICA;2.1.4.1.4-1;Oficina Asistente Social;1;1;9,03;9,03;;
2.1.4.1.5-1;2;HOSPITALIZACION DIURNA ;2.1;Hospitalización diurna médico quirúrgico;2.1.4;Unidad de hospitalización Domiciliaria;2.1.4.1;ÁREA PÚBLICA;2.1.4.1.5-1;Servicio higiénico público;1;1;5,26;5,26;;
2.1.4.2.1-1;2;HOSPITALIZACION DIURNA ;2.1;Hospitalización diurna médico quirúrgico;2.1.4;Unidad de hospitalización Domiciliaria;2.1.4.2;ÁREA ADMINISTRATIVA;2.1.4.2.1-1;Oficina Jefe Unidad;1;1;10,61;10,61;;
2.1.4.2.2-1;2;HOSPITALIZACION DIURNA ;2.1;Hospitalización diurna médico quirúrgico;2.1.4;Unidad de hospitalización Domiciliaria;2.1.4.2;ÁREA ADMINISTRATIVA;2.1.4.2.2-1;Oficina enfermera;1;1;10,36;10,36;;
2.1.4.2.3-1;2;HOSPITALIZACION DIURNA ;2.1;Hospitalización diurna médico quirúrgico;2.1.4;Unidad de hospitalización Domiciliaria;2.1.4.2;ÁREA ADMINISTRATIVA;2.1.4.2.3-1;Sala de reunión ;1;1;17,23;17,23;;
2.1.4.3.1-1;2;HOSPITALIZACION DIURNA ;2.1;Hospitalización diurna médico quirúrgico;2.1.4;Unidad de hospitalización Domiciliaria;2.1.4.3;ÁREA APOYO;2.1.4.3.1-1;Área de Registro;1;1;13,22;13,22;;
2.1.4.3.2-1;2;HOSPITALIZACION DIURNA ;2.1;Hospitalización diurna médico quirúrgico;2.1.4;Unidad de hospitalización Domiciliaria;2.1.4.3;ÁREA APOYO;2.1.4.3.2-1;Área sucia;1;1;8,85;8,85;;
2.1.4.3.3-1;2;HOSPITALIZACION DIURNA ;2.1;Hospitalización diurna médico quirúrgico;2.1.4;Unidad de hospitalización Domiciliaria;2.1.4.3;ÁREA APOYO;2.1.4.3.3-1;Área limpia;1;1;9,24;9,24;;
2.1.4.3.4-1;2;HOSPITALIZACION DIURNA ;2.1;Hospitalización diurna médico quirúrgico;2.1.4;Unidad de hospitalización Domiciliaria;2.1.4.3;ÁREA APOYO;2.1.4.3.4-1;Oficina de informes Clínicos;1;1;13,66;13,66;;
2.1.4.3.5-1;2;HOSPITALIZACION DIURNA ;2.1;Hospitalización diurna médico quirúrgico;2.1.4;Unidad de hospitalización Domiciliaria;2.1.4.3;ÁREA APOYO;2.1.4.3.5-1;Bodega de equipos ;1;1;10,75;10,75;;
2.1.4.3.6-1;2;HOSPITALIZACION DIURNA ;2.1;Hospitalización diurna médico quirúrgico;2.1.4;Unidad de hospitalización Domiciliaria;2.1.4.3;ÁREA APOYO;2.1.4.3.6-1;Bodega insumos clínicos;1;1;14,13;14,13;;
2.1.4.3.7-1;2;HOSPITALIZACION DIURNA ;2.1;Hospitalización diurna médico quirúrgico;2.1.4;Unidad de hospitalización Domiciliaria;2.1.4.3;ÁREA APOYO;2.1.4.3.7-1;Estar del personal c/kitchenette;1;1;15,73;15,73;;
2.1.4.3.8-1;2;HOSPITALIZACION DIURNA ;2.1;Hospitalización diurna médico quirúrgico;2.1.4;Unidad de hospitalización Domiciliaria;2.1.4.3;ÁREA APOYO;2.1.4.3.8-1;Área casilleros del personal;1;1;2,70;2,70;;
2.1.4.3.9-1;2;HOSPITALIZACION DIURNA ;2.1;Hospitalización diurna médico quirúrgico;2.1.4;Unidad de hospitalización Domiciliaria;2.1.4.3;ÁREA APOYO;2.1.4.3.9-1;Servicio higiénico del personal (Universal);1;1;3,82;3,82;;
2.1.4.3.9-2;2;HOSPITALIZACION DIURNA ;2.1;Hospitalización diurna médico quirúrgico;2.1.4;Unidad de hospitalización Domiciliaria;2.1.4.3;ÁREA APOYO;2.1.4.3.9-2;Servicio higiénico del personal;1;1;2,73;2,73;;
2.2.1.1.1-1;2;HOSPITALIZACION DIURNA ;2.2;Hemodiálisis;2.2.1;Hemodiálisis ;2.2.1.1;ÁREA PÚBLICA;2.2.1.1.1-1;Sala de espera;1;1;57,28;57,28;;
2.2.1.1.2-1;2;HOSPITALIZACION DIURNA ;2.2;Hemodiálisis;2.2.1;Hemodiálisis ;2.2.1.1;ÁREA PÚBLICA;2.2.1.1.2-1;Recepción;1;1;14,33;14,33;;
2.2.1.1.3-1;2;HOSPITALIZACION DIURNA ;2.2;Hemodiálisis;2.2.1;Hemodiálisis ;2.2.1.1;ÁREA PÚBLICA;2.2.1.1.3-1;Servicio higiénico público;1;1;4,47;4,47;;
2.2.1.1.3-2;2;HOSPITALIZACION DIURNA ;2.2;Hemodiálisis;2.2.1;Hemodiálisis ;2.2.1.1;ÁREA PÚBLICA;2.2.1.1.3-2;Servicio higiénico público;2;1;5,30;5,30;;
2.2.1.1.4-1;2;HOSPITALIZACION DIURNA ;2.2;Hemodiálisis;2.2.1;Hemodiálisis ;2.2.1.1;ÁREA PÚBLICA;2.2.1.1.4-1;Sala de entrevista ;1;1;10,93;10,93;;
2.2.1.2.1-1;2;HOSPITALIZACION DIURNA ;2.2;Hemodiálisis;2.2.1;Hemodiálisis ;2.2.1.2;ÁREA ADMINISTRATIVA;2.2.1.2.1-1;Oficina Jefe Unidad;1;1;15,98;15,98;;
2.2.1.2.2-1;2;HOSPITALIZACION DIURNA ;2.2;Hemodiálisis;2.2.1;Hemodiálisis ;2.2.1.2;ÁREA ADMINISTRATIVA;2.2.1.2.2-1;Oficina enfermera;1;1;12,69;12,69;;
2.2.1.2.3-1;2;HOSPITALIZACION DIURNA ;2.2;Hemodiálisis;2.2.1;Hemodiálisis ;2.2.1.2;ÁREA ADMINISTRATIVA;2.2.1.2.3-1;Sala de reunión ;1;1;17,82;17,82;;
2.2.1.2.4-1;2;HOSPITALIZACION DIURNA ;2.2;Hemodiálisis;2.2.1;Hemodiálisis ;2.2.1.2;ÁREA ADMINISTRATIVA;2.2.1.2.4-1;Bodega de Archivo;1;1;5,75;5,75;;
2.2.1.2.5-1;2;HOSPITALIZACION DIURNA ;2.2;Hemodiálisis;2.2.1;Hemodiálisis ;2.2.1.2;ÁREA ADMINISTRATIVA;2.2.1.2.5-1;Oficina Secretaría;1;1;7,52;7,52;;
2.2.1.3.1-1;2;HOSPITALIZACION DIURNA ;2.2;Hemodiálisis;2.2.1;Hemodiálisis ;2.2.1.3;ÁREA TÉCNICA;2.2.1.3.1-1;Box evaluación de pacientes;1;1;11,20;11,20;Box de consulta;
2.2.1.3.2-1;2;HOSPITALIZACION DIURNA ;2.2;Hemodiálisis;2.2.1;Hemodiálisis ;2.2.1.3;ÁREA TÉCNICA;2.2.1.3.2-1;Box evaluación peritoneo diálisis;1;1;11,18;11,18;Box de consulta;
2.2.1.3.3-1;2;HOSPITALIZACION DIURNA ;2.2;Hemodiálisis;2.2.1;Hemodiálisis ;2.2.1.3;ÁREA TÉCNICA;2.2.1.3.3-1;Box evaluación de pacientes crónicos;1;1;10,95;10,95;Box de consulta;
